age,educ,sex,degree,satjob,satjob2,income4,rincom91,hrs1,wrkstat,jobinc,impjob,bothft,husbft,husbhr,wifeft,wifehr,id,agecat4
35,17,1,4,1,1,2,15,50,1,2,2,0,#NULL!,#NULL!,#NULL!,#NULL!,607,2
49,15,2,1,1,1,4,22,45,1,3,2,1,1,45,1,45,608,3
35,9,1,1,3,2,2,15,50,1,0,1,0,#NULL!,#NULL!,#NULL!,#NULL!,609,2
46,14,1,2,3,2,4,22,58,1,2,2,1,1,58,1,40,610,3
42,11,1,0,2,2,1,6,40,1,0,2,0,1,#NULL!,0,#NULL!,611,3
23,14,1,1,1,1,1,13,50,1,4,2,0,1,#NULL!,0,#NULL!,612,1
37,13,1,1,1,1,3,12,80,1,0,2,1,1,80,1,80,613,2
34,14,1,1,1,1,2,16,40,1,0,1,0,#NULL!,#NULL!,#NULL!,#NULL!,614,2
26,14,1,1,3,2,3,13,50,1,0,2,0,#NULL!,#NULL!,#NULL!,#NULL!,615,1
31,20,1,4,1,1,4,21,89,1,3,2,0,#NULL!,#NULL!,#NULL!,#NULL!,616,2
53,18,2,4,1,1,4,18,40,1,2,2,1,1,45,1,40,617,4
25,12,1,1,2,2,1,12,43,1,4,2,1,1,43,1,40,618,1
37,13,2,1,2,2,3,13,40,1,0,2,1,1,45,1,40,619,2
58,14,1,1,1,1,1,11,65,1,1,1,0,1,#NULL!,0,#NULL!,620,4
25,16,2,3,1,1,4,11,50,1,0,1,0,#NULL!,#NULL!,#NULL!,#NULL!,621,1
33,10,1,0,1,1,2,14,55,1,4,1,1,1,55,1,40,622,2
41,15,2,1,1,1,4,19,48,1,3,3,1,1,72,1,48,623,3
30,12,1,1,2,2,2,10,40,1,4,3,0,1,40,0,25,624,2
59,12,1,1,2,2,2,13,70,1,1,1,0,#NULL!,#NULL!,#NULL!,#NULL!,625,4
33,14,1,1,2,2,1,13,60,1,3,2,0,#NULL!,#NULL!,#NULL!,#NULL!,626,2
46,20,2,4,2,2,3,19,60,1,5,2,0,#NULL!,#NULL!,#NULL!,#NULL!,627,3
25,17,1,1,1,1,3,13,45,1,3,2,1,1,45,1,40,628,1
36,16,1,3,2,2,4,20,70,1,0,2,1,1,70,1,40,629,2
47,12,1,1,2,2,1,13,55,1,9,1,0,#NULL!,#NULL!,#NULL!,#NULL!,630,3
28,10,1,0,2,2,1,9,40,1,9,2,0,#NULL!,#NULL!,#NULL!,#NULL!,631,1
28,12,2,1,1,1,1,6,40,1,0,3,0,#NULL!,#NULL!,#NULL!,#NULL!,632,1
40,12,2,1,2,2,1,12,40,1,4,2,0,#NULL!,#NULL!,#NULL!,#NULL!,633,3
35,15,1,1,1,1,1,4,50,1,3,2,0,#NULL!,#NULL!,#NULL!,#NULL!,634,2
63,16,2,3,4,2,2,16,40,1,0,2,0,0,30,1,40,635,4
49,14,2,1,2,2,1,11,40,1,0,3,0,#NULL!,#NULL!,#NULL!,#NULL!,636,3
35,14,1,2,2,2,1,13,50,1,1,3,0,#NULL!,#NULL!,#NULL!,#NULL!,637,2
32,16,1,1,1,1,1,8,42,1,1,2,0,#NULL!,#NULL!,#NULL!,#NULL!,638,2
42,19,2,4,2,2,2,13,34,1,0,2,0,#NULL!,#NULL!,#NULL!,#NULL!,639,3
40,15,1,1,2,2,4,22,60,1,3,2,0,#NULL!,#NULL!,#NULL!,#NULL!,640,3
38,13,1,1,2,2,1,10,48,1,0,3,0,#NULL!,#NULL!,#NULL!,#NULL!,641,2
23,13,2,1,2,2,1,5,30,1,0,2,0,#NULL!,#NULL!,#NULL!,#NULL!,642,1
30,12,1,1,4,2,1,9,40,1,3,2,0,#NULL!,#NULL!,#NULL!,#NULL!,643,2
29,12,2,1,3,2,1,12,50,1,2,2,0,#NULL!,#NULL!,#NULL!,#NULL!,644,1
37,13,2,1,2,2,1,10,56,1,2,4,0,#NULL!,#NULL!,#NULL!,#NULL!,645,2
40,12,1,1,1,1,2,12,50,1,1,2,1,1,50,1,40,646,3
29,12,2,1,2,2,3,14,40,1,2,2,1,1,65,1,40,647,1
59,12,1,1,3,2,2,13,40,1,4,2,1,1,40,1,40,648,4
28,18,1,4,1,1,1,0,40,1,2,2,0,#NULL!,#NULL!,#NULL!,#NULL!,649,1
35,18,2,3,2,2,2,17,60,1,0,2,0,0,#NULL!,1,#NULL!,650,2
50,18,2,4,1,1,4,14,35,1,3,1,1,1,50,1,35,651,4
43,16,1,3,2,2,2,16,40,1,5,2,1,1,40,1,41,652,3
39,13,2,1,2,2,3,9,65,1,3,2,1,1,48,1,65,653,2
43,18,2,3,2,2,1,10,30,1,2,2,0,#NULL!,#NULL!,#NULL!,#NULL!,654,3
34,18,1,3,1,1,3,15,60,1,2,2,0,#NULL!,#NULL!,#NULL!,#NULL!,655,2
57,11,2,1,2,2,1,9,40,1,2,4,1,1,40,1,40,656,4
48,14,1,1,2,2,4,22,40,1,1,2,0,#NULL!,#NULL!,#NULL!,#NULL!,657,3
28,16,1,3,2,2,3,11,35,1,0,2,0,#NULL!,#NULL!,#NULL!,#NULL!,658,1
42,18,2,4,2,2,3,19,40,1,3,1,0,#NULL!,#NULL!,#NULL!,#NULL!,659,3
57,20,1,3,1,1,4,21,70,1,0,2,0,1,70,0,35,660,4
55,12,1,1,1,1,1,10,80,1,0,3,0,#NULL!,#NULL!,#NULL!,#NULL!,661,4
35,12,2,1,2,2,3,12,55,1,2,4,1,1,70,1,55,662,2
55,16,2,1,1,1,1,0,40,1,0,2,0,#NULL!,#NULL!,#NULL!,#NULL!,663,4
34,12,1,1,1,1,2,15,65,1,0,1,0,1,#NULL!,0,#NULL!,664,2
21,13,1,0,1,1,2,15,45,1,4,1,0,#NULL!,#NULL!,#NULL!,#NULL!,665,1
32,17,2,3,2,2,1,9,30,1,0,1,0,#NULL!,#NULL!,#NULL!,#NULL!,666,2
28,13,1,1,3,2,2,16,40,1,0,4,0,#NULL!,#NULL!,#NULL!,#NULL!,667,1
24,12,2,1,2,2,1,0,45,1,0,3,1,1,45,1,45,668,1
42,14,2,1,1,1,4,19,40,1,1,2,1,1,40,1,40,669,3
20,12,1,1,2,2,4,0,16,1,0,2,0,#NULL!,#NULL!,#NULL!,#NULL!,670,1
57,17,1,3,3,2,4,20,60,1,3,1,1,1,60,1,40,671,4
53,14,1,2,3,2,4,20,70,1,4,1,0,1,#NULL!,0,#NULL!,672,4
42,16,1,3,1,1,3,19,44,1,2,2,0,1,#NULL!,0,#NULL!,673,3
60,13,1,1,2,2,4,18,60,1,2,2,1,1,60,1,40,674,4
48,16,2,3,3,2,2,15,40,1,4,1,0,#NULL!,#NULL!,#NULL!,#NULL!,675,3
41,16,1,3,1,1,2,9,30,1,2,2,0,1,30,0,25,676,3
34,14,1,2,2,2,2,14,50,1,0,3,0,1,50,0,20,677,2
30,17,1,4,1,1,3,15,40,1,4,2,1,1,40,1,8,678,2
22,12,2,1,2,2,1,1,40,1,5,2,0,#NULL!,#NULL!,#NULL!,#NULL!,679,1
36,13,2,1,2,2,3,10,30,1,0,3,1,1,46,1,30,680,2
38,12,1,1,1,1,2,16,98,1,5,1,0,#NULL!,#NULL!,#NULL!,#NULL!,681,2
29,12,2,1,3,2,1,14,40,1,3,1,0,#NULL!,#NULL!,#NULL!,#NULL!,682,1
43,16,1,3,2,2,3,14,30,1,0,2,1,1,30,1,40,683,3
36,9,1,0,2,2,1,11,44,1,2,2,0,#NULL!,#NULL!,#NULL!,#NULL!,684,2
46,12,2,1,2,2,2,16,40,1,3,2,0,#NULL!,#NULL!,#NULL!,#NULL!,685,3
36,10,1,1,1,1,3,16,47,1,0,2,0,1,#NULL!,0,#NULL!,686,2
46,13,2,1,3,2,1,10,40,1,0,1,0,#NULL!,#NULL!,#NULL!,#NULL!,687,3
50,13,1,1,1,1,3,19,40,1,3,2,0,1,#NULL!,0,#NULL!,688,4
24,16,1,2,2,2,1,11,60,1,0,2,0,#NULL!,#NULL!,#NULL!,#NULL!,689,1
24,16,2,3,1,1,1,13,45,1,4,2,0,#NULL!,#NULL!,#NULL!,#NULL!,690,1
32,18,2,4,1,1,3,0,40,1,2,4,1,1,40,1,40,691,2
29,12,2,1,2,2,1,12,54,1,2,2,0,#NULL!,#NULL!,#NULL!,#NULL!,692,1
37,15,2,1,3,2,1,10,45,1,0,2,0,#NULL!,#NULL!,#NULL!,#NULL!,693,2
37,17,2,3,2,2,2,3,99,1,3,3,1,1,#NULL!,1,#NULL!,694,2
46,12,1,1,2,2,1,14,40,1,4,2,0,#NULL!,#NULL!,#NULL!,#NULL!,695,3
29,12,1,1,2,2,1,8,32,1,1,2,0,#NULL!,#NULL!,#NULL!,#NULL!,696,1
39,16,1,3,1,1,2,16,40,1,0,3,0,#NULL!,#NULL!,#NULL!,#NULL!,697,2
31,15,1,1,2,2,2,16,50,1,0,2,0,1,50,0,22,698,2
31,13,2,1,2,2,1,9,40,1,1,2,0,#NULL!,#NULL!,#NULL!,#NULL!,699,2
55,16,1,3,2,2,4,18,40,1,3,1,1,1,40,1,40,700,4
28,12,1,1,2,2,1,12,40,1,0,2,0,#NULL!,#NULL!,#NULL!,#NULL!,701,1
30,14,2,2,1,1,1,12,45,1,0,1,0,#NULL!,#NULL!,#NULL!,#NULL!,702,2
62,18,2,4,1,1,4,18,60,1,9,1,0,#NULL!,#NULL!,#NULL!,#NULL!,703,4
47,12,1,1,2,2,2,16,40,1,0,1,0,1,#NULL!,0,#NULL!,704,3
51,12,2,1,2,2,1,7,40,1,1,2,0,#NULL!,#NULL!,#NULL!,#NULL!,705,4
35,12,2,1,1,1,3,3,40,1,4,2,1,1,50,1,40,706,2
40,12,2,1,2,2,1,7,48,1,0,2,0,0,#NULL!,1,#NULL!,707,3
38,10,1,0,2,2,1,12,65,1,2,2,0,#NULL!,#NULL!,#NULL!,#NULL!,708,2
47,14,2,1,1,1,2,17,40,1,3,1,0,#NULL!,#NULL!,#NULL!,#NULL!,709,3
36,18,2,4,1,1,2,17,40,1,4,2,0,#NULL!,#NULL!,#NULL!,#NULL!,710,2
54,11,1,0,1,1,3,16,48,1,1,1,0,1,#NULL!,0,#NULL!,711,4
62,8,1,0,2,2,1,10,45,1,5,2,0,1,#NULL!,0,#NULL!,712,4
62,7,1,0,1,1,1,12,50,1,3,2,0,1,#NULL!,0,#NULL!,713,4
20,12,1,1,1,1,2,8,42,1,0,3,0,#NULL!,#NULL!,#NULL!,#NULL!,714,1
33,9,1,1,1,1,1,9,40,1,0,2,1,1,40,1,40,715,2
38,8,2,0,1,1,3,0,44,1,4,1,0,#NULL!,#NULL!,#NULL!,#NULL!,716,2
39,12,1,1,1,1,2,10,45,1,1,2,1,1,45,1,45,717,2
54,16,2,3,1,1,3,18,50,1,4,1,1,1,40,1,50,718,4
49,12,1,1,1,1,4,16,42,1,2,3,1,1,42,1,40,719,3
44,18,1,4,1,1,4,18,60,1,2,2,1,1,60,1,40,720,3
51,6,1,0,2,2,1,9,40,1,0,1,0,#NULL!,#NULL!,#NULL!,#NULL!,721,4
41,12,1,1,2,2,4,19,50,1,3,2,1,1,50,1,40,722,3
30,12,2,1,3,2,1,14,48,1,2,2,0,#NULL!,#NULL!,#NULL!,#NULL!,723,2
31,14,2,2,1,1,3,11,32,1,0,3,1,1,58,1,32,724,2
61,12,1,1,1,1,3,19,45,1,3,2,0,1,#NULL!,0,#NULL!,725,4
42,12,2,1,2,2,2,10,44,1,2,2,1,1,50,1,44,726,3
23,16,2,3,1,1,1,6,55,1,5,2,0,#NULL!,#NULL!,#NULL!,#NULL!,727,1
37,16,1,3,2,2,4,18,55,1,3,2,1,1,55,1,40,728,2
75,8,1,0,2,2,1,5,40,1,3,2,0,#NULL!,#NULL!,#NULL!,#NULL!,729,4
26,17,2,3,2,2,1,10,50,1,2,2,1,1,65,1,50,730,1
44,12,2,1,2,2,1,9,40,1,1,1,0,#NULL!,#NULL!,#NULL!,#NULL!,731,3
38,12,2,1,2,2,1,0,37,1,3,3,1,1,60,1,37,732,2
26,12,1,1,1,1,2,12,45,1,3,2,1,1,45,1,30,733,1
30,12,2,1,2,2,1,0,41,1,4,2,0,#NULL!,#NULL!,#NULL!,#NULL!,734,2
50,12,1,1,1,1,2,15,24,1,2,1,0,#NULL!,#NULL!,#NULL!,#NULL!,735,4
47,12,2,1,2,2,3,14,40,1,0,1,1,1,65,1,40,736,3
58,18,1,4,1,1,4,18,45,1,2,3,0,1,#NULL!,0,#NULL!,737,4
23,16,2,1,1,1,1,0,40,1,0,1,0,#NULL!,#NULL!,#NULL!,#NULL!,738,1
25,17,2,2,2,2,1,13,40,1,4,2,0,#NULL!,#NULL!,#NULL!,#NULL!,739,1
33,17,1,3,2,2,1,14,50,1,3,2,0,1,#NULL!,0,#NULL!,740,2
41,14,2,1,1,1,4,17,48,1,2,2,0,#NULL!,#NULL!,#NULL!,#NULL!,741,3
38,15,2,2,2,2,4,13,30,1,0,2,1,1,40,1,30,742,2
48,12,2,1,2,2,4,15,38,1,4,3,1,1,46,1,38,743,3
47,12,2,1,2,2,2,15,38,1,0,2,0,#NULL!,#NULL!,#NULL!,#NULL!,744,3
28,17,1,4,2,2,4,18,60,1,5,3,1,1,60,1,40,745,1
53,20,1,4,1,1,3,18,50,1,4,2,0,#NULL!,#NULL!,#NULL!,#NULL!,746,4
35,17,1,3,1,1,3,18,40,1,3,2,0,1,#NULL!,0,#NULL!,747,2
