rincom91,age,educ,hrs1,sex,degree,satjob,impjob,agecat4
Over 40K,41.81917964238377,12,48.03196607063962,Male,High school,Very satisfied,Somewhat important,40-49
Over 40K,51.03838639661867,19,40.19193198309333,Male,Graduate,Very satisfied,Very important,50+
Over 40K,30.30157481667455,16,43.015748166745496,Male,Bachelor,Very satisfied,Very important,30-39
Over 40K,43.64069414997074,12,50.0,Male,High school,Mod satisfied,Somewhat important,40-49
Over 40K,42.87023282163133,13,50.0,Male,High school,Mod satisfied,Very important,40-49
Over 40K,31.763969142002317,17,45.618015428998845,Female,Bachelor,Mod satisfied,Very important,30-39
Over 40K,41.2863061028373,17,67.14384350472884,Male,Graduate,Very satisfied,One of most important,40-49
Over 40K,45.86452593577755,12,50.0,Male,High school,Mod satisfied,Somewhat important,40-49
Over 40K,43.59656465191206,11,41.40343534808794,Male,High school,Very satisfied,Very important,40-49
Over 40K,40.86007017859747,18,42.84982455350632,Male,Bachelor,Mod satisfied,One of most important,40-49
Over 40K,34.908727612481734,12,74.09127238751827,Male,High school,Very satisfied,Very important,30-39
Over 40K,32.722975746548734,17,48.29730099539832,Female,Graduate,Mod satisfied,Very important,30-39
Over 40K,31.653200819857133,18,48.61280327942853,Female,Graduate,Mod satisfied,Very important,30-39
Over 40K,53.08738037998987,16,60.0,Male,Bachelor,Very satisfied,Very important,50+
Over 40K,35.70574469369808,17,55.568581564566024,Male,Graduate,Mod satisfied,Very important,30-39
Over 40K,55.10345340414894,19,40.0,Male,Graduate,Very satisfied,Somewhat important,50+
Over 40K,52.264876259904206,18,40.0,Male,Graduate,Very satisfied,Very important,50+
Over 40K,36.256540298937495,17,47.17932462632813,Male,Graduate,Mod satisfied,Very important,30-39
Over 40K,40.89192335501567,12,50.0,Male,Graduate,Mod satisfied,Very important,40-49
Over 40K,63.58141803286174,17,45.96903005476957,Male,Graduate,Very satisfied,Very important,50+
Over 40K,30.40777716708073,18,47.18444566583854,Male,Graduate,Mod satisfied,Very important,30-39
Over 40K,38.400907549249204,16,40.400907549249204,Male,Bachelor,Very satisfied,Very important,30-39
Over 40K,41.67793045497869,16,43.67793045497869,Male,Bachelor,Very satisfied,Very important,30-39
Over 40K,37.85696519819645,16,40.0,Female,Bachelor,Very satisfied,Very important,30-39
Over 40K,38.998847006567864,17,60.005764967160665,Male,Bachelor,Very satisfied,Very important,30-39
Over 40K,45.40220678136802,14,40.850551695342006,Female,High school,Very satisfied,Very important,40-49
Over 40K,42.73625211473643,12,50.0,Male,High school,Mod satisfied,Somewhat important,40-49
Over 40K,66.13745054273463,14,40.0,Male,Bachelor,Very satisfied,Very important,50+
Over 40K,64.23111912856768,15,41.922202178580775,Male,Bachelor,Mod satisfied,Very important,50+
Over 40K,55.25708010290335,12,40.0,Male,High school,Mod satisfied,One of most important,50+
Over 40K,37.544024687966704,16,59.24004114661117,Male,Bachelor,Very satisfied,Very important,30-39
Over 40K,38.036594793625056,16,40.0,Female,Bachelor,Mod satisfied,Very important,30-39
Over 40K,36.41460443168756,14,70.0,Male,Bachelor,Very satisfied,Very important,30-39
Over 40K,31.407183297226,18,47.628733188904,Female,Graduate,Mod satisfied,Very important,30-39
Over 40K,36.138333990910276,12,43.72333201817945,Male,High school,Very satisfied,Somewhat important,30-39
Over 40K,43.605142453710876,16,48.025712268554365,Female,Bachelor,Very satisfied,Very important,40-49
Over 40K,46.18582926928772,16,29.07085365356138,Male,Bachelor,Very satisfied,Very important,40-49
Over 40K,32.66766640317791,13,60.0,Male,Bachelor,Very satisfied,Very important,30-39
Over 40K,65.19829395557177,19,50.0,Male,High school,Very satisfied,Very important,50+
Over 40K,36.77969354502597,17,56.097913979988455,Male,Graduate,Mod satisfied,Very important,18-29
Over 40K,38.85580334239261,16,60.0,Male,Bachelor,Very satisfied,Very important,30-39
Over 40K,44.94142957907499,18,49.94142957907499,Male,Graduate,Mod satisfied,Very important,40-49
Over 40K,42.280043871043276,12,50.0,Male,High school,Mod satisfied,One of most important,40-49
Over 40K,57.91996224969623,19,65.1099339369684,Male,Bachelor,Very satisfied,One of most important,50+
Over 40K,67.48511096821568,12,40.0,Male,High school,Very satisfied,Very important,50+
Over 40K,43.352743756571094,18,67.39481696897936,Male,Graduate,Very satisfied,One of most important,40-49
Over 40K,33.271689941696266,12,45.67397206996448,Male,High school,Very satisfied,Somewhat important,30-39
Over 40K,45.7999860995856,17,50.0,Male,Graduate,Mod satisfied,Very important,40-49
Over 40K,50.98147820553939,13,40.0,Male,High school,Mod satisfied,One of most important,50+
Over 40K,45.0,16,51.031511483212896,Female,Bachelor,Very satisfied,Very important,40-49
Over 40K,57.55215062387924,18,43.8803765596981,Male,Graduate,Very satisfied,Very important,50+
Over 40K,45.0,13,26.907033613938054,Female,High school,Very satisfied,Very important,40-49
Over 40K,38.28081293465591,12,70.71918706534409,Male,High school,Very satisfied,Very important,30-39
Over 40K,43.522072009617666,18,51.477927990382334,Male,Graduate,Mod satisfied,Very important,40-49
Over 40K,65.74528856374954,19,50.0,Male,Graduate,Very satisfied,Very important,50+
Over 40K,35.835305843502084,12,73.35305843502087,Male,Bachelor,Very satisfied,Very important,30-39
Over 40K,45.75704319700047,12,50.0,Male,High school,Mod satisfied,Very important,40-49
Over 40K,40.154457177208336,15,48.845542822791664,Male,High school,Very satisfied,Somewhat important,40-49
Over 40K,54.18946410687254,14,70.0,Male,Graduate,A little dissatisfied,One of most important,50+
Over 40K,67.67106998962397,11,40.52628801660165,Male,High school,Very satisfied,Very important,50+
Over 40K,62.29776169176127,16,60.0,Male,Bachelor,Very satisfied,One of most important,50+
Over 40K,38.53563280302496,15,40.0,Female,Bachelor,Mod satisfied,Very important,30-39
Over 40K,32.359639905418284,17,40.0,Female,Bachelor,Mod satisfied,Very important,30-39
Over 40K,45.07951188193292,17,61.34938985241615,Male,Graduate,Very satisfied,One of most important,40-49
Over 40K,52.376110009040794,18,40.0,Male,Graduate,Very satisfied,Very important,50+
Over 40K,41.19466318664828,12,46.99110531108046,Male,High school,Very satisfied,Somewhat important,40-49
Over 40K,51.41968749795024,18,40.0,Male,Graduate,Very satisfied,Very important,50+
Over 40K,50.372386011760675,12,40.0,Male,High school,Very satisfied,One of most important,50+
Over 40K,48.77748955993573,14,50.0,Male,High school,Mod satisfied,Very important,40-49
Over 40K,40.437304770295725,12,48.437304770295725,Male,High school,Very satisfied,Somewhat important,30-39
Over 40K,34.528623574147296,16,70.0,Male,Bachelor,Very satisfied,Very important,30-39
Over 40K,35.862926860133385,12,60.0,Male,Bachelor,Very satisfied,Very important,30-39
Over 40K,55.745643518229606,13,40.0,Male,High school,Mod satisfied,One of most important,50+
Over 40K,67.59379587773287,12,40.29014580161938,Male,High school,Very satisfied,Very important,50+
Over 40K,40.1720831277906,17,67.1720831277906,Male,Bachelor,Very satisfied,Very important,30-39
Over 40K,42.06461235401769,13,48.44102059002949,Male,High school,Very satisfied,One of most important,40-49
Over 40K,51.0,12,36.5182825559227,Male,High school,Mod satisfied,One of most important,50+
Over 40K,47.755503678584965,14,53.1112408035376,Male,High school,Very satisfied,Very important,40-49
Over 40K,38.35920735511927,18,45.0,Male,Graduate,Mod satisfied,Very important,30-39
Over 40K,62.950642543217334,9,47.925963814826005,Male,High school,Very satisfied,Very important,50+
Over 40K,64.52925257975726,16,60.0,Male,Bachelor,Very satisfied,One of most important,50+
Over 40K,48.35878554699713,14,51.603036132507164,Male,High school,Very satisfied,Very important,40-49
Over 40K,45.45369684455604,16,50.0,Female,Graduate,Mod satisfied,Very important,40-49
Over 40K,44.14631684443489,15,40.53657921110872,Male,Bachelor,Mod satisfied,One of most important,40-49
Over 40K,40.0,18,50.51664353479829,Male,Graduate,Mod satisfied,Very important,40-49
Over 40K,68.13525473644614,12,39.96135578958682,Male,Bachelor,Mod satisfied,Very important,50+
Over 40K,50.783103015601526,17,40.0,Male,Graduate,Very satisfied,Very important,50+
Over 40K,47.6738435937998,17,73.369217968999,Male,Graduate,Very satisfied,Very important,40-49
Over 40K,49.73667762326285,13,40.0,Male,High school,Very satisfied,Very important,40-49
Over 40K,51.0,16,64.89674500267135,Male,Bachelor,Mod satisfied,Very important,50+
Over 40K,63.583786538361416,19,50.0,Male,Graduate,Very satisfied,Very important,50+
Over 40K,55.320017150822466,14,40.0,Male,High school,Mod satisfied,One of most important,50+
Over 40K,33.383463894171896,16,43.08268052914051,Female,Bachelor,Mod satisfied,Very important,30-39
Over 40K,43.94158556776803,18,50.823365772892785,Female,Bachelor,Mod satisfied,One of most important,40-49
Over 40K,57.16895154476381,16,60.0,Male,Bachelor,Very satisfied,One of most important,50+
Over 40K,35.14490921795574,13,60.0,Male,High school,Very satisfied,Very important,30-39
Over 40K,51.25469868910521,19,41.27349344552604,Male,Graduate,Very satisfied,Very important,50+
Over 40K,34.273542034815634,18,41.36771017407818,Female,Bachelor,Mod satisfied,Very important,30-39
Over 40K,48.798046833912565,16,35.96093667825127,Male,Bachelor,Very satisfied,Very important,40-49
Over 40K,42.55690783291786,13,40.0,Female,High school,Very satisfied,Very important,40-49
Over 40K,36.716749941831665,12,60.0,Male,High school,Very satisfied,Very important,30-39
Over 40K,28.0,13,57.25004689444874,Male,Graduate,Mod satisfied,Very important,18-29
Over 40K,45.0,14,50.0,Male,High school,Mod satisfied,Very important,40-49
Over 40K,33.05262940951108,16,44.73685295244462,Female,Bachelor,Mod satisfied,Very important,30-39
Over 40K,33.192567420310475,16,50.0,Male,Graduate,Mod satisfied,Very important,30-39
Over 40K,57.23817507221492,18,43.73029178702487,Male,Graduate,Very satisfied,Very important,50+
Over 40K,36.93344011316259,14,41.06655988683741,Female,Bachelor,Mod satisfied,Very important,30-39
Over 40K,42.40899643034668,18,50.0,Male,Graduate,Mod satisfied,Very important,40-49
Over 40K,45.0,13,40.0,Female,High school,Very satisfied,Very important,40-49
Over 40K,64.34023939647112,19,48.96264962279445,Male,Bachelor,Very satisfied,Very important,50+
Under 20K,37.687340821069455,14,40.0,Female,Bachelor,Mod satisfied,Very important,30-39
Under 20K,26.58545114595416,19,40.0,Male,Bachelor,Very satisfied,Very important,18-29
Under 20K,33.39316472336011,13,40.0,Female,High school,Very satisfied,Very important,30-39
Under 20K,40.0,12,38.15637414669518,Male,High school,Very satisfied,Very important,40-49
Under 20K,36.64198645969587,12,33.43205416121652,Female,High school,Very satisfied,Very important,30-39
Under 20K,51.388405103172246,15,40.0,Female,Bachelor,Mod satisfied,Very important,50+
Under 20K,40.1620550925012,11,40.0,Female,High school,Very satisfied,Very important,40-49
Under 20K,73.55852388159056,8,40.0,Male,Less than HS,Mod satisfied,Very important,50+
Under 20K,28.023540534986605,12,55.07062160495981,Female,High school,Mod satisfied,Very important,18-29
Under 20K,26.062697596704595,16,43.74920961318161,Male,Bachelor,Mod satisfied,Very important,18-29
Under 20K,52.06971673542899,12,38.04647782361933,Female,High school,Mod satisfied,Very important,50+
Under 20K,24.0,12,41.20969103949009,Male,High school,Mod satisfied,Very important,18-29
Under 20K,51.5214728412034,16,40.0,Female,Bachelor,Mod satisfied,One of most important,50+
Under 20K,19.03918779225432,12,40.07837558450864,Female,High school,Very satisfied,Very important,18-29
Under 20K,37.56561392515282,13,75.75789556135386,Female,High school,Very satisfied,Very important,30-39
Under 20K,20.240393122426337,12,34.39901719393416,Female,High school,Very satisfied,Very important,18-29
Under 20K,37.59228039504429,13,80.0,Female,High school,Very satisfied,Very important,30-39
Under 20K,24.474910875816978,12,55.0,Female,High school,Very satisfied,Very important,18-29
Under 20K,59.364033641212046,13,40.0,Male,High school,Mod satisfied,One of most important,50+
Under 20K,36.75721101645599,11,33.24278898354401,Male,Less than HS,Mod satisfied,One of most important,30-39
Under 20K,36.06414749634878,12,30.12829499269757,Female,High school,Very satisfied,Somewhat important,30-39
Under 20K,41.92258364188994,12,40.0,Female,High school,Mod satisfied,Somewhat important,40-49
Under 20K,31.86679709158685,10,41.7335941831737,Male,High school,Mod satisfied,Very important,30-39
Under 20K,25.265389490939445,12,43.26538949093945,Male,High school,Mod satisfied,Very important,18-29
Under 20K,40.9535038930666,12,40.0,Female,High school,Very satisfied,Very important,40-49
Under 20K,43.71817846772468,12,40.0,Female,High school,Mod satisfied,Somewhat important,40-49
Under 20K,22.727839486668536,12,41.15189299111236,Male,High school,Mod satisfied,Very important,18-29
Under 20K,24.282815209695144,12,56.85859239515243,Female,High school,Mod satisfied,Very important,18-29
Under 20K,30.318568952451322,12,40.0,Male,High school,Mod satisfied,Very important,30-39
Under 20K,44.33928303970946,13,73.32589620036319,Male,High school,Very satisfied,Very important,30-39
Under 20K,54.89123420152973,12,10.108765798470275,Female,High school,Mod satisfied,Very important,50+
Under 20K,24.43265440823713,16,53.581636020592825,Female,Bachelor,Very satisfied,Very important,18-29
Under 20K,37.1317817211584,13,48.2894060929472,Male,High school,Very satisfied,Very important,30-39
Under 20K,38.183191362007115,13,47.45042591397865,Male,High school,Very satisfied,Very important,30-39
Under 20K,43.58651293481008,12,39.17302586962017,Male,High school,Mod satisfied,One of most important,40-49
Under 20K,44.979892453812504,13,45.10053773093747,Female,High school,Mod satisfied,Somewhat important,40-49
Under 20K,27.315760116869452,16,35.85529985391318,Male,Bachelor,Mod satisfied,Very important,18-29
Under 20K,25.00469547619255,14,40.0,Male,High school,Mod satisfied,Very important,18-29
Under 20K,24.288733852815078,16,41.61091731601885,Female,Bachelor,Very satisfied,Very important,18-29
Under 20K,41.350039865960824,12,40.0,Female,High school,Mod satisfied,Very important,40-49
Under 20K,23.794417933632214,12,31.324029889387027,Female,Less than HS,Mod satisfied,Very important,18-29
Under 20K,35.11343436464769,10,35.037811454882565,Male,Less than HS,Very dissatisfied,One of most important,30-39
Under 20K,41.248753143519956,10,40.0,Male,Less than HS,Mod satisfied,Very important,40-49
Under 20K,41.576157334417836,10,40.0,Male,Less than HS,Mod satisfied,Very important,40-49
Under 20K,34.552251587631034,12,32.0,Female,Junior college,Very satisfied,Somewhat important,30-39
Under 20K,44.57225190579087,12,42.86125952895436,Female,High school,Mod satisfied,Somewhat important,40-49
Under 20K,32.33848979584371,12,48.78465306112495,Female,High school,Mod satisfied,Very important,30-39
Under 20K,27.047250988483015,14,39.952749011516985,Female,Bachelor,Mod satisfied,One of most important,18-29
Under 20K,28.0,13,38.894250757235255,Female,Junior college,Mod satisfied,Somewhat important,18-29
Under 20K,35.61436531011549,14,49.23204336235564,Male,High school,Very satisfied,Very important,30-39
Under 20K,38.69947927531751,12,45.901562174047484,Male,High school,Very satisfied,Very important,30-39
Under 20K,33.51281524572433,13,48.51281524572433,Male,High school,Very satisfied,Very important,30-39
Under 20K,52.62759563940495,10,32.206967295537154,Female,High school,Very satisfied,Very important,50+
Under 20K,24.982528704234923,16,35.0,Male,Bachelor,Mod satisfied,Very important,18-29
Under 20K,36.40551598555581,13,54.40551598555581,Female,High school,Mod satisfied,Very important,30-39
Under 20K,58.837454254728286,10,40.58127287263586,Male,High school,Mod satisfied,One of most important,50+
Under 20K,54.64520608556456,12,39.76347072370971,Female,High school,Mod satisfied,Very important,50+
Under 20K,23.922405229766703,12,49.155189540466594,Male,High school,Mod satisfied,Very important,18-29
Under 20K,34.09898288072144,19,41.648474321082155,Male,High school,A little dissatisfied,One of most important,30-39
Under 20K,47.0,12,62.981458653026166,Male,High school,Mod satisfied,Very important,40-49
Under 20K,37.95608363472322,13,40.0,Female,High school,Mod satisfied,One of most important,30-39
Under 20K,26.863941195377826,12,31.287980398459275,Female,High school,Mod satisfied,Very important,18-29
Under 20K,34.15228990288364,14,37.1192752427909,Female,High school,Very satisfied,Very important,30-39
Under 20K,44.81917964238377,16,40.787213571744154,Female,Bachelor,Mod satisfied,Very important,40-49
Under 20K,22.961613603381334,13,40.0,Male,High school,Mod satisfied,Very important,18-29
Under 20K,28.793700733301804,11,45.0,Male,High school,Very satisfied,Very important,30-39
Under 20K,23.35930585002926,12,40.0,Female,High school,Mod satisfied,Somewhat important,18-29
Under 20K,31.419844785579112,16,32.90077607210444,Female,Bachelor,Mod satisfied,Very important,30-39
Under 20K,55.32610800299189,7,40.618015428998845,Male,Less than HS,Mod satisfied,One of most important,50+
Under 20K,23.857537401891534,16,52.14384350472883,Female,Bachelor,Very satisfied,Very important,18-29
Under 20K,21.86452593577755,12,40.0,Female,High school,Mod satisfied,Very important,18-29
Under 20K,31.491411629780153,12,40.0,Male,High school,Mod satisfied,Very important,30-39
Under 20K,44.74063160737723,12,80.0,Male,High school,Very satisfied,Very important,50+
Under 20K,50.273017910014616,13,74.09127238751827,Male,High school,Very satisfied,One of most important,30-39
Under 20K,35.574325248849576,12,40.0,Male,High school,Mod satisfied,Very important,30-39
Under 20K,22.346799180142867,12,36.53200819857133,Female,High school,Mod satisfied,Very important,18-29
Under 20K,45.608413080006756,13,59.1310705699848,Male,High school,Mod satisfied,Very important,40-49
