age,educ,sex,degree,satjob,satjob2,income4,rincom91,hrs1,wrkstat,jobinc,impjob,bothft,husbft,husbhr,wifeft,wifehr,id,agecat4
41,12,Male,High school,Very satisfied,Very satisfied,"24,999 or less",$15000-17499,45,Working fulltime,THIRD,Somewhat important,No,yes,#NULL!,no,#NULL!,321,40-49
33,9,Male,Less than HS,Mod satisfied,Not very satisfied,"24,999 or less",$12500-14999,44,Working fulltime,MOST IMPT,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,322,30-39
21,12,Male,High school,Mod satisfied,Not very satisfied,"24,999 or less",$1000-2999,20,Working fulltime,THIRD,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,323,18-29
29,11,Female,Less than HS,Very dissatisfied,Not very satisfied,"24,999 or less",$12500-14999,70,Working fulltime,NAP,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,324,18-29
41,12,Male,High school,Very satisfied,Very satisfied,"25,000 to 39,999",$15000-17499,60,Working fulltime,THIRD,Very important,Yes,yes,60,yes,40,325,40-49
33,20,Male,Graduate,Very satisfied,Very satisfied,"25,000 to 39,999",$25000-29999,65,Working fulltime,NAP,Very important,No,yes,65,no,20,326,30-39
58,13,Female,High school,Mod satisfied,Not very satisfied,"24,999 or less",$7000-7999,38,Working fulltime,FOURTH,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,327,50+
43,14,Female,High school,Mod satisfied,Not very satisfied,"25,000 to 39,999",$25000-29999,40,Working fulltime,SECOND,Somewhat important,No,#NULL!,#NULL!,#NULL!,#NULL!,328,40-49
45,14,Female,Junior college,Very satisfied,Very satisfied,"60,000 or more",REFUSED,40,Working fulltime,FOURTH,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,329,40-49
26,13,Male,High school,Very satisfied,Very satisfied,"24,999 or less",$22500-24999,44,Working fulltime,NAP,Very important,No,yes,#NULL!,no,#NULL!,330,18-29
42,14,Male,Junior college,Very satisfied,Very satisfied,"40,000 to 59,999",$35000-39999,46,Working fulltime,NAP,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,331,40-49
41,12,Male,High school,Mod satisfied,Not very satisfied,"25,000 to 39,999",$17500-19999,42,Working fulltime,THIRD,Somewhat important,Yes,yes,42,yes,40,332,40-49
41,12,Male,High school,Mod satisfied,Not very satisfied,"24,999 or less",$17500-19999,24,Working fulltime,SECOND,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,333,40-49
42,14,Female,Junior college,Mod satisfied,Not very satisfied,"25,000 to 39,999",$17500-19999,40,Working fulltime,NA,Very important,No,no,30,yes,40,334,40-49
26,12,Male,High school,Mod satisfied,Not very satisfied,"24,999 or less",$17500-19999,44,Working fulltime,MOST IMPT,Very important,No,yes,#NULL!,no,#NULL!,335,18-29
57,8,Female,Less than HS,Mod satisfied,Not very satisfied,"24,999 or less",$12500-14999,52,Working fulltime,FOURTH,Somewhat important,No,#NULL!,#NULL!,#NULL!,#NULL!,336,50+
50,12,Female,High school,Mod satisfied,Not very satisfied,"60,000 or more",$10000-12499,44,Working fulltime,NAP,Somewhat important,Yes,yes,40,yes,44,337,50+
43,18,Female,Graduate,Very satisfied,Very satisfied,"60,000 or more",$30000-34999,45,Working fulltime,FOURTH,Very important,Yes,yes,45,yes,45,338,40-49
30,16,Female,Bachelor,Mod satisfied,Not very satisfied,"60,000 or more",$15000-17499,40,Working fulltime,FOURTH,Somewhat important,Yes,yes,50,yes,40,339,30-39
58,14,Male,Junior college,Very satisfied,Very satisfied,"24,999 or less",$10000-12499,50,Working fulltime,FOURTH,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,340,50+
50,9,Female,Less than HS,Mod satisfied,Not very satisfied,"60,000 or more",REFUSED,40,Working fulltime,NAP,NA,No,no,#NULL!,yes,#NULL!,341,50+
33,18,Male,Bachelor,Mod satisfied,Not very satisfied,"60,000 or more",REFUSED,40,Working fulltime,NAP,Somewhat important,No,yes,#NULL!,no,#NULL!,342,30-39
36,12,Male,High school,Mod satisfied,Not very satisfied,"60,000 or more",REFUSED,40,Working fulltime,NAP,Very important,Yes,yes,40,yes,40,343,30-39
82,16,Male,Bachelor,Very satisfied,Very satisfied,"60,000 or more",$75000+,36,Working fulltime,THIRD,Very important,No,yes,#NULL!,no,#NULL!,344,50+
36,18,Female,Bachelor,A little dissatisfied,Not very satisfied,"24,999 or less",$20000-22499,16,Working fulltime,NAP,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,345,30-39
48,12,Female,High school,Very dissatisfied,Not very satisfied,"60,000 or more",REFUSED,43,Working fulltime,SECOND,NA,Yes,yes,30,yes,43,346,40-49
27,16,Female,Bachelor,Very satisfied,Very satisfied,"24,999 or less",$15000-17499,45,Working fulltime,THIRD,Very important,No,no,#NULL!,yes,#NULL!,347,18-29
37,13,Female,High school,Mod satisfied,Not very satisfied,"24,999 or less",$10000-12499,55,Working fulltime,FOURTH,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,348,30-39
39,12,Female,High school,Very satisfied,Very satisfied,"24,999 or less",$12500-14999,75,Working fulltime,SECOND,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,349,30-39
23,12,Male,High school,Very satisfied,Very satisfied,"24,999 or less",$22500-24999,56,Working fulltime,SECOND,Very important,No,yes,#NULL!,no,#NULL!,350,18-29
24,13,Male,High school,Mod satisfied,Not very satisfied,"25,000 to 39,999",$20000-22499,DK,Working fulltime,THIRD,Very important,Yes,yes,#NULL!,yes,#NULL!,351,18-29
31,12,Male,High school,Mod satisfied,Not very satisfied,"24,999 or less",$10000-12499,40,Working fulltime,THIRD,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,352,30-39
47,14,Male,Junior college,Very satisfied,Very satisfied,"40,000 to 59,999",$40000-49999,55,Working fulltime,THIRD,Very important,No,yes,#NULL!,no,#NULL!,353,40-49
46,14,Male,High school,A little dissatisfied,Not very satisfied,"24,999 or less",$22500-24999,75,Working fulltime,MOST IMPT,Very important,No,yes,#NULL!,no,#NULL!,354,40-49
35,17,Female,Bachelor,Very satisfied,Very satisfied,"60,000 or more",$35000-39999,50,Working fulltime,NAP,One of most important,Yes,yes,45,yes,50,355,30-39
34,13,Male,High school,Mod satisfied,Not very satisfied,"25,000 to 39,999",$25000-29999,44,Working fulltime,MOST IMPT,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,356,30-39
47,7,Male,Less than HS,Mod satisfied,Not very satisfied,"24,999 or less",$20000-22499,61,Working fulltime,SECOND,One of most important,No,yes,#NULL!,no,#NULL!,357,40-49
42,12,Male,High school,Very satisfied,Very satisfied,"60,000 or more",REFUSED,40,Working fulltime,NAP,Very important,Yes,yes,40,yes,40,358,40-49
46,16,Female,Bachelor,Mod satisfied,Not very satisfied,"24,999 or less",$8000-9999,40,Working fulltime,THIRD,One of most important,Yes,yes,40,yes,40,359,40-49
38,14,Female,High school,Very satisfied,Very satisfied,"25,000 to 39,999",$30000-34999,40,Working fulltime,NAP,Somewhat important,No,#NULL!,#NULL!,#NULL!,#NULL!,360,30-39
38,12,Male,High school,Mod satisfied,Not very satisfied,"25,000 to 39,999",$22500-24999,53,Working fulltime,FOURTH,One of most important,No,yes,53,no,5,361,30-39
56,12,Male,High school,Mod satisfied,Not very satisfied,"40,000 to 59,999",$50000-59999,40,Working fulltime,MOST IMPT,Somewhat important,No,yes,#NULL!,no,#NULL!,362,50+
35,16,Male,Bachelor,Very satisfied,Very satisfied,"60,000 or more",NAP,68,Working fulltime,NAP,One of most important,No,yes,68,no,20,363,30-39
20,12,Female,High school,Very satisfied,Very satisfied,"60,000 or more",$7000-7999,35,Working fulltime,FOURTH,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,364,18-29
43,16,Male,Bachelor,Very satisfied,Very satisfied,"40,000 to 59,999",$40000-49999,70,Working fulltime,SECOND,Very important,No,yes,70,no,15,365,40-49
39,14,Female,High school,Very satisfied,Very satisfied,"60,000 or more",$25000-29999,40,Working fulltime,NA,Very important,Yes,yes,40,yes,40,366,30-39
48,16,Male,Bachelor,Mod satisfied,Not very satisfied,"40,000 to 59,999",$35000-39999,45,Working fulltime,NAP,Somewhat important,Yes,yes,45,yes,40,367,40-49
38,14,Male,Junior college,Very satisfied,Very satisfied,"25,000 to 39,999",$15000-17499,48,Working fulltime,FOURTH,Somewhat important,Yes,yes,48,yes,36,368,30-39
44,13,Female,High school,Mod satisfied,Not very satisfied,"24,999 or less",$17500-19999,50,Working fulltime,SECOND,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,369,40-49
35,16,Male,Bachelor,Very satisfied,Very satisfied,"25,000 to 39,999",$30000-34999,45,Working fulltime,NAP,One of most important,Yes,yes,45,yes,40,370,30-39
24,13,Male,High school,Mod satisfied,Not very satisfied,"40,000 to 59,999",$3000-3999,40,Working fulltime,THIRD,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,371,18-29
37,18,Female,Graduate,Very satisfied,Very satisfied,"24,999 or less",$22500-24999,60,Working fulltime,NAP,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,372,30-39
55,17,Male,Graduate,Very satisfied,Very satisfied,"60,000 or more",$40000-49999,60,Working fulltime,NAP,One of most important,Yes,yes,60,yes,45,373,50+
38,18,Female,Graduate,Very satisfied,Very satisfied,"40,000 to 59,999",$25000-29999,40,Working fulltime,THIRD,Very important,Yes,yes,40,yes,40,374,30-39
62,16,Female,Bachelor,Mod satisfied,Not very satisfied,"24,999 or less",$22500-24999,28,Working fulltime,SECOND,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,375,50+
30,20,Male,Graduate,Mod satisfied,Not very satisfied,"60,000 or more",$60000-74999,60,Working fulltime,MOST IMPT,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,376,30-39
49,20,Male,Graduate,Very satisfied,Very satisfied,"60,000 or more",REFUSED,40,Working fulltime,THIRD,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,377,40-49
43,18,Male,Graduate,Very satisfied,Very satisfied,"60,000 or more",$75000+,40,Working fulltime,NAP,One of most important,Yes,yes,40,yes,40,378,40-49
NA,12,Female,High school,Very satisfied,Very satisfied,"60,000 or more",$75000+,NA,Working fulltime,NA,Very important,Yes,yes,#NULL!,yes,#NULL!,379,#NULL!
47,16,Male,Bachelor,A little dissatisfied,Not very satisfied,"60,000 or more",$75000+,NA,Working fulltime,NAP,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,380,40-49
32,16,Male,Bachelor,Very satisfied,Very satisfied,"60,000 or more",$75000+,60,Working fulltime,THIRD,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,381,30-39
35,16,Female,Bachelor,Very satisfied,Very satisfied,"60,000 or more",$40000-49999,40,Working fulltime,SECOND,One of most important,Yes,yes,40,yes,40,382,30-39
31,16,Female,Bachelor,Mod satisfied,Not very satisfied,"40,000 to 59,999",$25000-29999,28,Working fulltime,NAP,One of most important,Yes,yes,40,yes,28,383,30-39
40,18,Male,Graduate,Very satisfied,Very satisfied,"60,000 or more",$75000+,65,Working fulltime,NAP,One of most important,No,yes,#NULL!,no,#NULL!,384,40-49
30,16,Female,Bachelor,Mod satisfied,Not very satisfied,"60,000 or more",REFUSED,40,Working fulltime,MOST IMPT,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,385,30-39
51,12,Male,High school,Mod satisfied,Not very satisfied,"60,000 or more",$50000-59999,35,Working fulltime,NAP,One of most important,Yes,yes,35,yes,37,386,50+
24,15,Male,High school,Mod satisfied,Not very satisfied,"40,000 to 59,999",$25000-29999,45,Working fulltime,SECOND,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,387,18-29
38,16,Male,Bachelor,Very satisfied,Very satisfied,"60,000 or more",$75000+,60,Working fulltime,THIRD,Very important,Yes,yes,60,yes,40,388,30-39
74,12,Male,High school,Mod satisfied,Not very satisfied,"60,000 or more",$75000+,70,Working fulltime,FOURTH,Somewhat important,No,yes,#NULL!,no,#NULL!,389,50+
63,14,Female,Junior college,Very satisfied,Very satisfied,"60,000 or more",$30000-34999,35,Working fulltime,NAP,Very important,No,no,#NULL!,yes,#NULL!,390,50+
51,10,Male,Less than HS,Mod satisfied,Not very satisfied,"25,000 to 39,999",$25000-29999,50,Working fulltime,THIRD,Very important,No,yes,50,no,20,391,50+
33,16,Male,Bachelor,Very satisfied,Very satisfied,"40,000 to 59,999",$50000-59999,70,Working fulltime,NAP,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,392,30-39
27,20,Male,Graduate,Very satisfied,Very satisfied,"25,000 to 39,999",$15000-17499,40,Working fulltime,MOST IMPT,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,393,18-29
22,12,Female,High school,Very dissatisfied,Not very satisfied,"25,000 to 39,999",$15000-17499,40,Working fulltime,MOST IMPT,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,394,18-29
40,13,Male,High school,Very satisfied,Very satisfied,"40,000 to 59,999",$40000-49999,45,Working fulltime,NAP,Somewhat important,No,yes,#NULL!,no,#NULL!,395,40-49
43,12,Female,High school,Mod satisfied,Not very satisfied,"25,000 to 39,999",$25000-29999,50,Working fulltime,THIRD,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,396,40-49
35,20,Male,Graduate,A little dissatisfied,Not very satisfied,"60,000 or more",$40000-49999,80,Working fulltime,SECOND,Very important,No,yes,#NULL!,no,#NULL!,397,30-39
39,18,Male,Graduate,Mod satisfied,Not very satisfied,"25,000 to 39,999",$30000-34999,60,Working fulltime,NAP,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,398,30-39
40,18,Male,Graduate,Mod satisfied,Not very satisfied,"40,000 to 59,999",$50000-59999,50,Working fulltime,NAP,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,399,40-49
34,16,Male,Graduate,Mod satisfied,Not very satisfied,"60,000 or more",$60000-74999,50,Working fulltime,NAP,Very important,No,yes,#NULL!,no,#NULL!,400,30-39
77,12,Female,High school,Very satisfied,Very satisfied,"40,000 to 59,999",$40000-49999,35,Working fulltime,THIRD,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,401,50+
53,14,Female,High school,Very dissatisfied,Not very satisfied,"40,000 to 59,999",$35000-39999,45,Working fulltime,THIRD,Very important,No,no,#NULL!,yes,#NULL!,402,50+
38,16,Female,Bachelor,Very satisfied,Very satisfied,"60,000 or more",NAP,60,Working fulltime,THIRD,NA,No,no,#NULL!,yes,#NULL!,403,30-39
32,12,Male,Less than HS,Very satisfied,Very satisfied,"40,000 to 59,999",$20000-22499,40,Working fulltime,NAP,Very important,No,yes,#NULL!,no,#NULL!,404,30-39
39,14,Female,High school,Very satisfied,Very satisfied,"25,000 to 39,999",$20000-22499,40,Working fulltime,FOURTH,Somewhat important,Yes,yes,40,yes,40,405,30-39
47,11,Female,Less than HS,Mod satisfied,Not very satisfied,"40,000 to 59,999",$17500-19999,40,Working fulltime,NAP,One of most important,No,no,#NULL!,yes,#NULL!,406,40-49
43,13,Male,High school,Very satisfied,Very satisfied,"25,000 to 39,999",$35000-39999,46,Working fulltime,NAP,Very important,No,yes,#NULL!,no,#NULL!,407,40-49
46,15,Male,High school,Mod satisfied,Not very satisfied,"40,000 to 59,999",$50000-59999,60,Working fulltime,SECOND,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,408,40-49
32,14,Male,High school,Very dissatisfied,Not very satisfied,"60,000 or more",DK,55,Working fulltime,NAP,One of most important,No,yes,#NULL!,no,#NULL!,409,30-39
57,14,Female,High school,Very satisfied,Very satisfied,"40,000 to 59,999",$40000-49999,80,Working fulltime,THIRD,Not too important,No,#NULL!,#NULL!,#NULL!,#NULL!,410,50+
28,17,Female,Bachelor,Mod satisfied,Not very satisfied,"60,000 or more",$25000-29999,40,Working fulltime,FOURTH,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,411,18-29
26,10,Male,High school,Very satisfied,Very satisfied,"40,000 to 59,999",$50000-59999,50,Working fulltime,SECOND,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,412,18-29
45,14,Female,High school,Very satisfied,Very satisfied,"60,000 or more",$30000-34999,40,Working fulltime,THIRD,Very important,Yes,yes,40,yes,40,413,40-49
44,12,Male,High school,Mod satisfied,Not very satisfied,"40,000 to 59,999",$35000-39999,55,Working fulltime,FOURTH,Very important,No,yes,55,no,20,414,40-49
46,14,Female,Junior college,Mod satisfied,Not very satisfied,"40,000 to 59,999",$50000-59999,41,Working fulltime,FOURTH,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,415,40-49
55,12,Female,High school,Mod satisfied,Not very satisfied,"60,000 or more",$30000-34999,40,Working fulltime,NAP,One of most important,Yes,yes,40,yes,40,416,50+
36,16,Male,Bachelor,Mod satisfied,Not very satisfied,"40,000 to 59,999",$50000-59999,45,Working fulltime,FOURTH,Very important,No,yes,#NULL!,no,#NULL!,417,30-39
25,13,Female,High school,Mod satisfied,Not very satisfied,"60,000 or more",$22500-24999,48,Working fulltime,NAP,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,418,18-29
38,15,Male,High school,A little dissatisfied,Not very satisfied,"24,999 or less",NAP,38,Working fulltime,NAP,Somewhat important,No,#NULL!,#NULL!,#NULL!,#NULL!,419,30-39
49,13,Male,High school,Very satisfied,Very satisfied,"60,000 or more",$50000-59999,40,Working fulltime,THIRD,One of most important,Yes,yes,40,yes,40,420,40-49
52,10,Male,Less than HS,Mod satisfied,Not very satisfied,"25,000 to 39,999",$15000-17499,40,Working fulltime,THIRD,One of most important,Yes,yes,40,yes,40,421,50+
39,13,Male,High school,Very satisfied,Very satisfied,"60,000 or more",$60000-74999,70,Working fulltime,THIRD,Very important,No,yes,#NULL!,no,#NULL!,422,30-39
27,16,Female,Bachelor,Very satisfied,Very satisfied,"60,000 or more",$50000-59999,45,Working fulltime,THIRD,Very important,Yes,yes,45,yes,45,423,18-29
38,12,Female,High school,Very satisfied,Very satisfied,"25,000 to 39,999",$25000-29999,40,Working fulltime,NAP,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,424,30-39
38,18,Male,Graduate,Mod satisfied,Not very satisfied,"60,000 or more",$60000-74999,45,Working fulltime,NAP,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,425,30-39
29,14,Male,High school,Mod satisfied,Not very satisfied,"60,000 or more",REFUSED,55,Working fulltime,THIRD,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,426,18-29
47,19,Male,Graduate,Very dissatisfied,Not very satisfied,"24,999 or less",$4000-4999,60,Working fulltime,NAP,One of most important,Yes,yes,60,yes,60,427,40-49
38,13,Female,High school,A little dissatisfied,Not very satisfied,"24,999 or less",$4000-4999,35,Working fulltime,THIRD,Very important,Yes,yes,40,yes,35,428,30-39
43,12,Female,High school,Very satisfied,Very satisfied,"25,000 to 39,999",$30000-34999,60,Working fulltime,FOURTH,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,429,40-49
42,13,Female,High school,Very satisfied,Very satisfied,"25,000 to 39,999",$25000-29999,65,Working fulltime,THIRD,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,430,40-49
60,12,Male,High school,Mod satisfied,Not very satisfied,"25,000 to 39,999",$25000-29999,50,Working fulltime,NAP,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,431,50+
47,6,Male,Less than HS,Very satisfied,Very satisfied,"25,000 to 39,999",$25000-29999,40,Working fulltime,NAP,One of most important,No,yes,#NULL!,no,#NULL!,432,40-49
36,16,Male,Bachelor,Mod satisfied,Not very satisfied,"60,000 or more",$35000-39999,50,Working fulltime,NAP,Very important,No,yes,50,no,24,433,30-39
45,16,Male,Bachelor,Very satisfied,Very satisfied,"40,000 to 59,999",$35000-39999,40,Working fulltime,FOURTH,Very important,No,yes,40,no,26,434,40-49
53,18,Male,Graduate,Mod satisfied,Not very satisfied,"40,000 to 59,999",$25000-29999,50,Working fulltime,MOST IMPT,Very important,Yes,yes,50,yes,50,435,50+
44,12,Female,High school,Mod satisfied,Not very satisfied,"24,999 or less",$22500-24999,40,Working fulltime,NAP,Somewhat important,No,#NULL!,#NULL!,#NULL!,#NULL!,436,40-49
49,16,Male,Bachelor,Very satisfied,Very satisfied,"60,000 or more",$75000+,40,Working fulltime,NAP,Somewhat important,No,yes,#NULL!,no,#NULL!,437,40-49
57,16,Female,Bachelor,Very satisfied,Very satisfied,"40,000 to 59,999",$50000-59999,40,Working fulltime,SECOND,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,438,50+
39,12,Female,High school,Very satisfied,Very satisfied,"40,000 to 59,999",$20000-22499,40,Working fulltime,NAP,Very important,Yes,yes,40,yes,40,439,30-39
48,12,Female,High school,Very satisfied,Very satisfied,"25,000 to 39,999",$22500-24999,48,Working fulltime,SECOND,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,440,40-49
32,9,Female,Less than HS,Very satisfied,Very satisfied,"25,000 to 39,999",$15000-17499,40,Working fulltime,NA,One of most important,Yes,yes,40,yes,40,441,30-39
41,15,Male,High school,Very satisfied,Very satisfied,"24,999 or less",$8000-9999,40,Working fulltime,SECOND,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,442,40-49
34,14,Female,Junior college,Very satisfied,Very satisfied,"24,999 or less",$22500-24999,45,Working fulltime,NAP,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,443,30-39
39,16,Female,Bachelor,Very satisfied,Very satisfied,"60,000 or more",$30000-34999,50,Working fulltime,SECOND,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,444,30-39
41,19,Female,Graduate,Very satisfied,Very satisfied,"60,000 or more",$60000-74999,55,Working fulltime,NAP,Very important,No,no,#NULL!,yes,#NULL!,445,40-49
56,10,Female,Less than HS,Mod satisfied,Not very satisfied,"25,000 to 39,999",$25000-29999,40,Working fulltime,SECOND,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,446,50+
35,10,Female,Less than HS,Mod satisfied,Not very satisfied,"25,000 to 39,999",$30000-34999,37,Working fulltime,NAP,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,447,30-39
32,15,Male,High school,A little dissatisfied,Not very satisfied,"25,000 to 39,999",$22500-24999,57,Working fulltime,MOST IMPT,Somewhat important,Yes,yes,57,yes,40,448,30-39
49,11,Female,High school,Mod satisfied,Not very satisfied,"60,000 or more",$25000-29999,80,Working fulltime,MOST IMPT,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,449,40-49
28,12,Male,High school,Mod satisfied,Not very satisfied,"24,999 or less",$22500-24999,52,Working fulltime,SECOND,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,450,18-29
45,19,Male,Graduate,Very satisfied,Very satisfied,"60,000 or more",$75000+,75,Working fulltime,FOURTH,Somewhat important,No,yes,75,no,5,451,40-49
28,18,Male,Graduate,Very dissatisfied,Not very satisfied,"60,000 or more",$30000-34999,40,Working fulltime,NAP,Very important,Yes,yes,40,yes,40,452,18-29
35,19,Male,Graduate,A little dissatisfied,Not very satisfied,"60,000 or more",$40000-49999,60,Working fulltime,NAP,Very important,No,yes,#NULL!,no,#NULL!,453,30-39
31,12,Female,High school,Very satisfied,Very satisfied,"24,999 or less",$22500-24999,55,Working fulltime,NAP,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,454,30-39
41,11,Female,High school,Very satisfied,Very satisfied,"24,999 or less",$15000-17499,40,Working fulltime,MOST IMPT,Not too important,No,#NULL!,#NULL!,#NULL!,#NULL!,455,40-49
36,12,Male,High school,Mod satisfied,Not very satisfied,"25,000 to 39,999",NAP,40,Working fulltime,NAP,Not too important,No,yes,#NULL!,no,#NULL!,456,30-39
31,19,Female,Graduate,Mod satisfied,Not very satisfied,"60,000 or more",$50000-59999,46,Working fulltime,MOST IMPT,Very important,Yes,yes,55,yes,46,457,30-39
30,14,Female,Junior college,Very satisfied,Very satisfied,"25,000 to 39,999",$30000-34999,80,Working fulltime,SECOND,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,458,30-39
29,18,Male,Junior college,Very satisfied,Very satisfied,"60,000 or more",$35000-39999,43,Working fulltime,MOST IMPT,Very important,Yes,yes,43,yes,38,459,18-29
28,13,Female,High school,Very dissatisfied,Not very satisfied,"25,000 to 39,999",$25000-29999,40,Working fulltime,MOST IMPT,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,460,18-29
31,16,Female,Bachelor,Mod satisfied,Not very satisfied,"25,000 to 39,999",$25000-29999,35,Working fulltime,NAP,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,461,30-39
50,16,Female,Bachelor,Mod satisfied,Not very satisfied,"24,999 or less",$20000-22499,40,Working fulltime,FIFTH,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,462,50+
50,14,Male,Junior college,Mod satisfied,Not very satisfied,"60,000 or more",$75000+,70,Working fulltime,MOST IMPT,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,463,50+
29,12,Female,High school,Mod satisfied,Not very satisfied,"25,000 to 39,999",$10000-12499,58,Working fulltime,NAP,Not too important,Yes,yes,60,yes,58,464,18-29
25,17,Male,Bachelor,Very satisfied,Very satisfied,"24,999 or less",$12500-14999,40,Working fulltime,NAP,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,465,18-29
39,18,Female,Bachelor,Mod satisfied,Not very satisfied,"25,000 to 39,999",$30000-34999,40,Working fulltime,SECOND,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,466,30-39
38,19,Male,Bachelor,Very satisfied,Very satisfied,"60,000 or more",$75000+,65,Working fulltime,SECOND,Very important,No,yes,65,no,4,467,30-39
39,17,Male,Graduate,A little dissatisfied,Not very satisfied,"60,000 or more",REFUSED,40,Working fulltime,NAP,Very important,No,yes,40,no,20,468,30-39
37,13,Female,High school,Mod satisfied,Not very satisfied,"60,000 or more",$10000-12499,40,Working fulltime,THIRD,One of most important,Yes,yes,50,yes,40,469,30-39
38,14,Female,High school,Very satisfied,Very satisfied,"24,999 or less",$17500-19999,40,Working fulltime,SECOND,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,470,30-39
65,16,Male,Bachelor,Very satisfied,Very satisfied,"60,000 or more",$75000+,60,Working fulltime,NAP,One of most important,No,yes,#NULL!,no,#NULL!,471,50+
58,16,Male,Bachelor,Very satisfied,Very satisfied,"60,000 or more",$50000-59999,60,Working fulltime,NAP,Somewhat important,Yes,yes,60,yes,35,472,50+
51,16,Female,Bachelor,Mod satisfied,Not very satisfied,"60,000 or more",DK,45,Working fulltime,NAP,Very important,Yes,yes,55,yes,45,473,50+
40,18,Female,Bachelor,Very dissatisfied,Not very satisfied,"60,000 or more",$15000-17499,40,Working fulltime,NA,Very important,Yes,yes,40,yes,40,474,40-49
30,16,Male,Bachelor,Very satisfied,Very satisfied,"25,000 to 39,999",$17500-19999,37,Working fulltime,SECOND,Very important,Yes,yes,37,yes,40,475,30-39
47,20,Male,Graduate,Very satisfied,Very satisfied,"60,000 or more",$75000+,70,Working fulltime,THIRD,One of most important,Yes,yes,70,yes,50,476,40-49
49,14,Female,High school,Very satisfied,Very satisfied,"60,000 or more",$75000+,80,Working fulltime,THIRD,Very important,Yes,yes,40,yes,80,477,40-49
35,15,Female,Junior college,Very satisfied,Very satisfied,"60,000 or more",$3000-3999,35,Working fulltime,THIRD,Somewhat important,Yes,yes,53,yes,35,478,30-39
58,14,Male,High school,Very satisfied,Very satisfied,"60,000 or more",$75000+,60,Working fulltime,MOST IMPT,Very important,No,yes,#NULL!,no,#NULL!,479,50+
23,16,Female,Bachelor,Very satisfied,Very satisfied,"60,000 or more",$5000-5999,50,Working fulltime,FOURTH,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,480,18-29
